sexe,prenom,annee,nombre
1,ANASS,2003,51
1,ANASSE,2003,12
1,ANATOL,2003,3
1,ANATOLE,2003,182
1,ANCELIN,2003,16
1,ANDEOL,2003,7
1,ANDERSON,2003,21
1,ANDGEL,2003,8
1,ANDI,2003,6
1,ANDJI,2003,4
1,ANDONI,2003,23
1,ANDREAS,2003,102
1,ANDREI,2003,11
1,ANDRES,2003,5
1,ANDREW,2003,97
1,ANDRIA,2003,5
1,ANDRY,2003,8
1,ANDRÉ,2003,100
1,ANDRÉA,2003,204
1,ANDY,2003,414
1,ANES,2003,31
1,ANESS,2003,8
1,ANGE,2003,150
1,ANGE-FRANÇOIS,2003,3
1,ANGE-MARIE,2003,10
1,ANGE-PIERRE,2003,3
1,ANGEL,2003,219
1,ANGELIN,2003,6
1,ANGELINO,2003,6
1,ANGELO,2003,231
1,ANGI,2003,3
1,ANGIE,2003,3
1,ANGUS,2003,9
1,ANGY,2003,14
1,ANH,2003,3
1,ANICE,2003,3
1,ANICET,2003,13
1,ANIL,2003,8
1,ANIR,2003,4
1,ANIS,2003,309
1,ANISS,2003,34
1,ANISSE,2003,25
1,ANNIS,2003,6
1,ANOKI,2003,3
1,ANOUAR,2003,36
1,ANOUK,2003,3
1,ANSELME,2003,43
1,ANTEO,2003,5
1,ANTHELME,2003,4
1,ANTHIME,2003,19
1,ANTHOINE,2003,10
1,ANTHON,2003,3
1,ANTHONI,2003,5
1,ANTHONIN,2003,73
1,ANTHONIO,2003,7
1,ANTHONY,2003,2286
1,ANTHONYN,2003,8
1,ANTHYME,2003,7
1,ANTOINE,2003,4615
1,ANTON,2003,106
1,ANTONE,2003,6
1,ANTONI,2003,45
1,ANTONIN,2003,1347
1,ANTONINO,2003,3
1,ANTONIO,2003,124
1,ANTONN,2003,5
1,ANTONNY,2003,3
1,ANTONY,2003,254
1,ANTONYN,2003,11
1,ANTTON,2003,23
1,ANWAR,2003,17
1,ANYS,2003,6
1,ANZO,2003,7
1,AODREN,2003,18
1,AODRENN,2003,3
1,APOLLINAIRE,2003,4
1,ARAM,2003,6
1,ARAMIS,2003,6
1,ARCHANGE,2003,4
1,ARCHIBALD,2003,11
1,ARDA,2003,7
1,AREZKI,2003,7
1,ARGAN,2003,13
1,ARGANN,2003,3
1,ARI,2003,17
1,ARIAN,2003,5
1,ARIE,2003,9
1,ARIEL,2003,43
1,ARIF,2003,10
1,ARILES,2003,4
1,ARIS,2003,15
1,ARISTIDE,2003,64
1,ARISTOTE,2003,7
1,ARJUNA,2003,3
1,ARKAN,2003,4
1,ARMAN,2003,14
1,ARMAND,2003,357
1,ARMANDO,2003,15
1,ARMANI,2003,4
1,ARMEL,2003,41
1,ARMIN,2003,7
1,ARMINE,2003,3
1,ARNAUD,2003,777
1,ARNAULT,2003,5
1,ARNO,2003,123
1,ARNOLD,2003,14
1,ARON,2003,11
1,AROUN,2003,3
1,ARSEN,2003,5
1,ARSENE,2003,90
1,ARSLAN,2003,3
1,ART,2003,5
1,ARTHAUD,2003,6
1,ARTHUR,2003,3310
1,ARTHUS,2003,50
1,ARTO,2003,7
1,ARTUR,2003,20
1,ARTUS,2003,34
1,ARUN,2003,3
1,ARVIN,2003,4
1,ARY,2003,5
1,ASCELIN,2003,3
1,ASHER,2003,4
1,ASHLEY,2003,3
1,ASHRAF,2003,11
1,ASHVIN,2003,3
1,ASHWIN,2003,5
1,ASLAM,2003,7
1,ASLAN,2003,6
1,ASSAD,2003,10
1,ASSANE,2003,7
1,ASSIL,2003,5
1,ASSIM,2003,3
1,ASTON,2003,4
1,ATAKAN,2003,6
1,ATEF,2003,6
1,ATHANASE,2003,4
1,ATHAVAN,2003,3
1,ATHMANE,2003,3
1,ATILA,2003,4
1,ATILLA,2003,27
1,ATMAN,2003,6
1,ATTILA,2003,5
1,ATTILIO,2003,6
1,AUBIN,2003,148
1,AUBRY,2003,4
1,AUDRAN,2003,33
1,AUDREN,2003,4
1,AUDRIC,2003,63
1,AUDRICK,2003,7
1,AUDRY,2003,4
1,AUGUSTE,2003,91
1,AUGUSTIN,2003,580
1,AUGUSTO,2003,3
1,AUREL,2003,26
1,AURELE,2003,54
1,AURELIAN,2003,8
1,AURELIO,2003,8
1,AURIAN,2003,34
1,AURÉLIEN,2003,1180
1,AUSTIN,2003,4
1,AUXANE,2003,13
1,AUXENCE,2003,37
1,AVEL,2003,3
1,AVENTIN,2003,3
1,AVI,2003,13
1,AVIEL,2003,5
1,AVNER,2003,3
1,AVRAHAM,2003,6
1,AVY,2003,6
1,AWEN,2003,21
1,AXEL,2003,3216
1,AXL,2003,5
1,AYAD,2003,7
1,AYAN,2003,7
1,AYANN,2003,3
1,AYAZ,2003,3
1,AYDAN,2003,5
1,AYDIN,2003,8
1,AYHAN,2003,8
1,AYITE,2003,3
1,AYLAN,2003,25
1,AYMAN,2003,128
1,AYMANE,2003,76
1,AYMAR,2003,9
1,AYMARD,2003,3
1,AYME,2003,4
1,AYMEN,2003,133
1,AYMENE,2003,10
1,AYMERI,2003,4
1,AYMERIC,2003,620
1,AYMERICK,2003,86
1,AYMERIK,2003,16
1,AYMRICK,2003,7
1,AYOUB,2003,429
1,AYOUBE,2003,8
1,AYRON,2003,3
1,AYRTON,2003,31
1,AYSSAM,2003,3
1,AYYOUB,2003,9
1,AZAAN,2003,3
1,AZAD,2003,31
1,AZAT,2003,5
1,AZDINE,2003,15
1,AZEDDINE,2003,7
1,AZEDINE,2003,16
1,AZHAR,2003,3
1,AZIZ,2003,30
1,AZZEDINE,2003,21
1,BA,2003,3
1,BABA,2003,5
1,BABACAR,2003,9
1,BACHIR,2003,30
1,BADER,2003,4
1,BADIS,2003,30
1,BADISS,2003,3
1,BADR,2003,26
1,BADR-EDDINE,2003,8
1,BADRADINE,2003,3
1,BADRE,2003,4
1,BADREDDINE,2003,7
1,BADREDINE,2003,5
1,BAFODE,2003,11
1,BAHADIR,2003,5
1,BAIDY,2003,3
1,BAKARI,2003,9
1,BAKARY,2003,36
1,BAKASSO,2003,5
1,BAKI,2003,3
1,BALAMINE,2003,3
1,BALLA,2003,4
1,BALTHAZAR,2003,52
1,BAMBO,2003,7
1,BANDIOUGOU,2003,6
1,BANGALI,2003,3
1,BANTA,2003,3
1,BAO,2003,3
1,BAPTIST,2003,6
1,BAPTISTE,2003,3758
1,BAPTISTIN,2003,11
1,BARAN,2003,30
1,BARIS,2003,18
1,BARNABE,2003,36
1,BARTHELEMY,2003,54
1,BARTHOLOME,2003,4
1,BARTOLOME,2003,4
1,BASIL,2003,15
1,BASILE,2003,256
1,BASSAM,2003,3
1,BASSIROU,2003,9
1,BASTIAN,2003,99
1,BASTIEN,2003,1815
1,BATIST,2003,3
1,BATISTE,2003,58
1,BATTISTE,2003,4
1,BATUHAN,2003,25
1,BAUDOIN,2003,5
1,BAUDOUIN,2003,35
1,BAWER,2003,4
1,BAYRAM,2003,11
1,BAYRON,2003,8
1,BAZIL,2003,6
1,BAZILE,2003,5
1,BECHIR,2003,13
1,BEDIRHAN,2003,7
1,BEKIR,2003,11
1,BELGACEM,2003,5
1,BELKACEM,2003,13
1,BEN,2003,57
1,BENAISSA,2003,3
1,BENALI,2003,4
1,BENAMAR,2003,3
1,BENAT,2003,3
1,BENI,2003,7
1,BENITO,2003,8
1,BENJAMIN,2003,2677
1,BENJI,2003,19
1,BENJY,2003,22
1,BENNY,2003,4
1,BENOIST,2003,4
1,BENOÎT,2003,677
1,BENOÎT-JOSEPH,2003,3
1,BENSON,2003,5
1,BERANGER,2003,4
1,BERAT,2003,25
1,BERDAN,2003,20
1,BERENGER,2003,12
1,BERKAN,2003,23
1,BERKANT,2003,25
1,BERKAY,2003,11
1,BERNARD,2003,20
1,BERTAN,2003,10
1,BERTRAND,2003,40
1,BERYL,2003,4
1,BETSALEL,2003,5
1,BEYTULLAH,2003,4
1,BIENVENU,2003,3
1,BILAIL,2003,4
1,BILAL,2003,637
1,BILALE,2003,5
1,BILALY,2003,4
1,BILEL,2003,214
1,BILLAL,2003,110
1,BILLEL,2003,33
1,BILLY,2003,53
1,BINYAMIN,2003,3
1,BIXENTE,2003,28
1,BJORN,2003,6
1,BLAISE,2003,32
1,BOB,2003,4
1,BOCAR,2003,6
1,BOGDAN,2003,5
1,BORA,2003,5
1,BORIS,2003,84
1,BOSTON,2003,3
1,BOTAN,2003,3
1,BOUALEM,2003,4
1,BOUBACAR,2003,35
1,BOUBAKAR,2003,17
1,BOUBAKARY,2003,4
1,BOUBAKER,2003,3
1,BOUBAKEUR,2003,3
1,BOUBOU,2003,12
1,BOULAYE,2003,4
1,BOUMEDIENE,2003,5
1,BOUMEDIENNE,2003,5
1,BOUSSAD,2003,3
1,BOUZID,2003,3
1,BRAD,2003,25
1,BRADELEY,2003,3
1,BRADLEY,2003,120
1,BRADY,2003,12
1,BRAHIM,2003,113
1,BRAHIMA,2003,4
1,BRAIAN,2003,4
1,BRAN,2003,5
1,BRANDO,2003,3
1,BRANDON,2003,503
1,BRANDY,2003,4
1,BRAYAN,2003,191
1,BRAYANE,2003,7
1,BRAYTON,2003,17
1,BRENDAN,2003,58
1,BRENDON,2003,6
1,BRENNAN,2003,3
1,BRETT,2003,3
1,BREWAN,2003,3
1,BREWEN,2003,22
1,BREWENN,2003,3
1,BRIAC,2003,56
1,BRIAG,2003,8
1,BRIAN,2003,225
1,BRICE,2003,570
1,BRIEC,2003,3
1,BRIEG,2003,7
1,BRIEUC,2003,96
1,BRIEUX,2003,4
1,BRIGHTON,2003,3
1,BRIVAEL,2003,3
1,BROOKLYN,2003,5
1,BRUCE,2003,23
1,BRUNEL,2003,3
1,BRUNO,2003,176
1,BRYAN,2003,1073
1,BRYANN,2003,6
1,BRYCE,2003,31
1,BRYTON,2003,5
1,BUNYAMIN,2003,6
1,BURAK,2003,29
1,BURHAN,2003,4
1,BYLEL,2003,5
1,BYRON,2003,20
1,CAETANO,2003,6
1,CAIS,2003,3
1,CALIXTE,2003,27
1,CALLISTE,2003,7
1,CALLIXTE,2003,4
1,CALLUM,2003,4
1,CALOGERO,2003,3
1,CALUM,2003,3
1,CALVIN,2003,143
1,CALVYN,2003,6
1,CAM'RON,2003,4
1,CAMERON,2003,94
1,CAMIL,2003,36
1,CAMILLE,2003,340
1,CAMILO,2003,5
1,CAMRON,2003,15
1,CAMYL,2003,3
1,CAMYLLE,2003,3
1,CAN,2003,33
1,CANER,2003,6
1,CANTIN,2003,7
1,CARL,2003,95
1,CARLES,2003,3
1,CARLO,2003,11
1,CARLOS,2003,25
1,CARMELO,2003,5
1,CASEY,2003,6
1,CASIMIR,2003,3
1,CASPAR,2003,4
1,CASPER,2003,5
1,CASSANDRE,2003,6
1,CASSIEN,2003,4
1,CEBRAIL,2003,7
1,CECILIEN,2003,8
1,CEDRIC,2003,548
1,CEDRICK,2003,12
1,CEDRIK,2003,3
1,CELAL,2003,3
1,CELESTE,2003,11
1,CELESTIN,2003,107
1,CELIAN,2003,175
1,CELIEN,2003,18
1,CELIL,2003,8
1,CELIM,2003,6
1,CELIO,2003,32
1,CELYAN,2003,9
1,CEM,2003,23
1,CEMAL,2003,6
1,CENGIZ,2003,4
1,CENGIZHAN,2003,6
1,CENZO,2003,7
1,CESAIRE,2003,4
1,CESAR,2003,156
1,CEYHUN,2003,7
1,CEYLAN,2003,3
1,CEYLIAN,2003,3
1,CHABANE,2003,8
1,CHAD,2003,21
1,CHADI,2003,16
1,CHADY,2003,8
1,CHAFIK,2003,6
1,CHAHID,2003,34
1,CHAHIN,2003,9
1,CHAHINE,2003,51
1,CHAI,2003,5
1,CHAIB,2003,3
1,CHAID,2003,7
1,CHAIM,2003,6
1,CHAKER,2003,3
1,CHAKIB,2003,21
1,CHAKIBE,2003,3
1,CHAKIR,2003,10
1,CHAMS-EDDINE,2003,7
1,CHAMSDINE,2003,3
1,CHAMSEDDINE,2003,8
1,CHAN,2003,4
1,CHANCE,2003,9
1,CHAOUKI,2003,3
1,CHARAF,2003,3
1,CHARBEL,2003,3
1,CHAREF,2003,4
1,CHARIF,2003,4
1,CHARLELIE,2003,31
1,CHARLELY,2003,3
1,CHARLES,2003,864
1,CHARLES-ANDRÉ,2003,4
1,CHARLES-ANTOINE,2003,9
1,CHARLES-EDOUARD,2003,10
1,CHARLES-ELIE,2003,3
1,CHARLES-HENRI,2003,8
1,CHARLEY,2003,8
1,CHARLI,2003,8
1,CHARLIE,2003,107
1,CHARLY,2003,303
1,CHAWKI,2003,3
1,CHAYAN,2003,3
1,CHAYANE,2003,4
1,CHAYANNE,2003,6
1,CHECK,2003,3
1,CHEICK,2003,21
1,CHEICK-OUMAR,2003,5
1,CHEICK-TIDIANE,2003,3
1,CHEICKNA,2003,6
1,CHEICKNE,2003,7
1,CHEIK,2003,4
1,CHEIKH,2003,18
1,CHEIKHOU,2003,3
1,CHEMS,2003,6
1,CHEMS-EDDINE,2003,9
1,CHEMSDINE,2003,5
1,CHEMSEDDINE,2003,8
1,CHEMSEDINE,2003,4
1,CHERIF,2003,10
1,CHEUN,2003,5
1,CHIHAB,2003,5
1,CHIHEB,2003,5
1,CHMOUEL,2003,4
1,CHOUAIB,2003,14
1,CHRIS,2003,104
1,CHRISLAIN,2003,3
1,CHRISMAEL,2003,3
1,CHRISS,2003,3
1,CHRIST,2003,21
1,CHRISTAN,2003,6
1,CHRISTIAN,2003,127
1,CHRISTIANO,2003,3
1,CHRISTIN,2003,4
1,CHRISTOPHE,2003,232
1,CHRISTOPHER,2003,448
1,CHRYS,2003,11
1,CHUN,2003,5
1,CIAN,2003,3
1,CIARAN,2003,4
1,CIHAD,2003,3
1,CIHAN,2003,23
1,CILLIAN,2003,4
1,CIRE,2003,3
1,CIRYL,2003,4
1,CLARENCE,2003,57
1,CLARK,2003,9
1,CLAUDE,2003,41
1,CLAUDIO,2003,8
1,CLAYTON,2003,14
1,CLEMENTIN,2003,11
1,CLEO,2003,21
1,CLERY,2003,4
1,CLIFF,2003,6
1,CLINTON,2003,3
1,CLOTAIRE,2003,10
1,CLOVIS,2003,99
1,CLYDE,2003,4
1,CLÉMENT,2003,4607
1,CODY,2003,19
1,COLAS,2003,28
1,COLIN,2003,235
1,COLLIN,2003,7
1,COLOMBAN,2003,4
1,COME,2003,234
1,CONNOR,2003,3
1,CONRAD,2003,8
1,CONSTANT,2003,73
1,CONSTANTIN,2003,59
1,CORANTIN,2003,34
1,CORENTHIN,2003,12
1,CORENTIN,2003,2383
1,CORENTYN,2003,8
1,COREY,2003,6
1,CORIAN,2003,4
1,CORIOLAN,2003,4
1,CORTO,2003,54
1,CORWIN,2003,5
1,CORY,2003,10
1,COSME,2003,7
1,COSTA,2003,19
1,COSTIN,2003,3
1,CRAIG,2003,15
1,CRISTOPHER,2003,3
1,CURTIS,2003,44
1,CURTYS,2003,6
1,CYAN,2003,4
1,CYLIAN,2003,7
1,CYPRIAN,2003,4
1,CYPRIEN,2003,369
1,CYRANO,2003,4
1,CYRIAC,2003,28
1,CYRIAK,2003,4
1,CYRIAN,2003,31
1,CYRIAQUE,2003,23
1,CYRIL,2003,482
1,CYRILLE,2003,33
1,CYRUS,2003,8
1,DAGAN,2003,3
1,DAHMANE,2003,3
1,DALI,2003,5
1,DALIBOR,2003,4
1,DALIL,2003,52
1,DALVIN,2003,3
1,DAMIAN,2003,26
1,DAMIEN,2003,1357
1,DAMON,2003,4
1,DAN,2003,102
1,DANAEL,2003,9
1,DANI,2003,16
1,DANIEL,2003,317
1,DANIL,2003,8
1,DANILO,2003,8
1,DANN,2003,4
1,DANNY,2003,45
1,DANTE,2003,13
1,DANY,2003,174
1,DANYL,2003,5
1,DAOUD,2003,15
1,DAOUDA,2003,37
1,DAREL,2003,3
1,DARELL,2003,3
1,DAREN,2003,18
1,DARIAN,2003,3
1,DARIL,2003,5
1,DARIO,2003,42
1,DARIS,2003,6
1,DARIUS,2003,42
1,DARKO,2003,6
1,DARREN,2003,31
1,DARRIS,2003,5
1,DARRYL,2003,16
1,DARSHAN,2003,3
1,DARWIN,2003,6
1,DARYL,2003,32
1,DARYLL,2003,3
1,DAURIAN,2003,3
1,DAVE,2003,16
1,DAVID,2003,1108
1,DAVID-ALEXANDRE,2003,3
1,DAVIDSON,2003,4
1,DAVIS,2003,7
1,DAVUD,2003,3
1,DAVY,2003,117
1,DAWSON,2003,108
1,DAYAN,2003,20
1,DAYANE,2003,5
1,DAYANN,2003,7
1,DAYEN,2003,3
1,DAYMON,2003,4
1,DAYRON,2003,5
1,DAYVIS,2003,3
1,DEAN,2003,9
1,DECLAN,2003,4
1,DEJAN,2003,8
1,DELIL,2003,4
1,DELPHIN,2003,4
1,DEMBA,2003,42
1,DEMBO,2003,6
1,DEMPSEY,2003,3
1,DENEZ,2003,5
1,DENI,2003,7
1,DENICE,2003,4
1,DENILSON,2003,8
1,DENIS,2003,126
1,DENIZ,2003,39
1,DENNIS,2003,9
1,DENNYS,2003,5
1,DENOVAN,2003,11
1,DENY,2003,3
1,DENYS,2003,10
1,DENYSS,2003,5
1,DENZEL,2003,12
1,DERECK,2003,4
1,DEREK,2003,7
1,DERICK,2003,5
1,DERRICK,2003,3
1,DEVEN,2003,6
1,DEVON,2003,4
1,DEVRAN,2003,4
1,DEVRIM,2003,4
1,DEVY,2003,7
1,DEWI,2003,3
1,DEXTER,2003,3
1,DEYAN,2003,5
1,DEYANN,2003,4
1,DEYNIS,2003,5
1,DEYNISS,2003,4
1,DGINO,2003,5
1,DIABE,2003,3
1,DIABY,2003,5
1,DIADIE,2003,13
1,DIBOAN,2003,4
1,DICLANE,2003,3
1,DIDIER,2003,33
1,DIEGO,2003,425
1,DIEUDONNE,2003,3
1,DILAN,2003,38
1,DILANE,2003,4
1,DILHAN,2003,21
1,DILLAN,2003,5
1,DIMITRI,2003,630
1,DIMITRY,2003,50
1,DINO,2003,27
1,DIOGO,2003,26
1,DIONIS,2003,3
1,DIVIN,2003,7
1,DIWAN,2003,12
1,DIYAR,2003,10
1,DJAD,2003,5
1,DJAHID,2003,3
1,DJALIL,2003,11
1,DJALIM,2003,3
1,DJALLIL,2003,3
1,DJAMAEL,2003,3
1,DJAMAL,2003,3
1,DJAMEL,2003,25
1,DJAMES,2003,3
1,DJAMIL,2003,6
1,DJANFAR,2003,3
1,DJANGO,2003,10
1,DJANI,2003,3
1,DJANIS,2003,3
1,DJANY,2003,11
1,DJASON,2003,9
1,DJASSIM,2003,3
1,DJAVAN,2003,3
1,DJAWAD,2003,3
1,DJAWED,2003,3
1,DJAYSON,2003,5
1,DJEBRIL,2003,18
1,DJELLOUL,2003,5
1,DJEMAEL,2003,3
